,YYYYMMDD,HHMMSS,MNG_NO,CPU,MEM,TEMP1,TEMP2,TEMP3,TEMP4,TEMP5,TEMP6,TEMP7,TEMP8,TEMP9,TEMP10,TEMP11,TEMP12,TEMP13,TEMP14,TEMP15,TEMP16,TEMP17,TEMP18,TEMP19,TEMP20,TEMP21,TEMP22
97,20190502,80500,218,10,21.77,36,34,35,41,34,48,32,66,50,68,56,56,69,32,35,43,35,64,65,44,39,54
98,20190502,81000,218,10,21.77,36,34,35,41,34,48,32,66,50,68,56,56,69,32,35,43,35,64,65,44,39,54
99,20190502,81500,218,10,21.77,36,34,35,41,34,48,32,66,50,68,56,56,69,32,35,43,35,64,65,44,39,54
100,20190502,82000,218,10,21.77,36,34,35,41,34,48,32,66,50,68,55,55,69,32,35,43,35,64,65,44,39,54
101,20190502,82500,218,10,21.77,36,34,35,40,34,48,32,66,50,68,55,55,69,32,35,43,34,64,65,44,39,54
102,20190502,83000,218,10,21.77,36,34,35,41,34,48,32,66,50,68,56,56,69,33,36,43,35,66,66,44,39,54
103,20190502,83500,218,11,21.77,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,66,66,44,39,54
104,20190502,84000,218,10,21.77,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,64,65,44,39,54
105,20190502,84500,218,10,21.77,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,66,66,44,39,54
106,20190502,85000,218,10,21.77,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,64,65,44,39,54
107,20190502,85500,218,10,21.77,36,34,36,41,34,48,33,66,50,68,56,56,70,33,36,43,35,66,66,44,39,54
108,20190502,90000,218,11,21.77,36,34,36,41,34,48,33,66,50,68,56,56,69,33,36,43,35,64,65,44,39,54
109,20190502,90500,218,10,21.77,36,34,36,41,34,48,33,66,50,68,56,56,70,33,36,43,35,64,65,44,39,54
110,20190502,91000,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,64,65,44,39,54
111,20190502,91500,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,66,66,44,39,54
112,20190502,92000,218,10,21.78,36,34,36,41,34,48,33,66,50,68,56,56,70,33,36,43,35,66,66,44,39,54
113,20190502,92500,218,10,21.78,36,34,36,41,34,48,33,66,50,68,56,56,70,33,36,43,35,66,66,44,39,54
114,20190502,93000,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,64,65,44,39,54
115,20190502,93500,218,11,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,66,66,44,39,54
116,20190502,94000,218,10,21.78,36,34,36,41,34,48,33,66,50,68,56,56,69,33,36,43,35,66,66,44,39,54
117,20190502,94500,218,10,21.78,36,34,36,41,34,48,33,66,50,68,56,56,69,33,36,43,35,66,66,44,39,54
118,20190502,95000,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,64,65,44,39,54
119,20190502,95500,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,64,65,44,39,54
120,20190502,100000,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,66,66,44,39,54
121,20190502,100500,218,10,21.78,36,34,36,41,34,48,33,66,50,68,56,56,69,33,36,43,35,64,65,44,39,54
122,20190502,101000,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,64,65,44,39,54
123,20190502,101500,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,64,65,44,39,54
124,20190502,102000,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,34,64,65,44,39,54
125,20190502,102500,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,66,66,44,39,54
126,20190502,103000,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,64,65,44,39,54
127,20190502,103500,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,66,66,44,39,54
128,20190502,104000,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,34,64,65,44,39,54
129,20190502,104500,218,10,21.78,36,34,36,41,34,48,32,66,50,68,55,55,69,33,36,43,35,64,65,44,39,54
130,20190502,105000,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,64,65,44,39,54
131,20190502,105500,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,66,66,44,39,54
132,20190502,110000,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,66,66,44,39,54
133,20190502,110500,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,64,65,44,39,54
134,20190502,111000,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,66,66,44,39,54
135,20190502,111500,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,64,65,44,39,54
136,20190502,112000,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,64,65,44,39,54
137,20190502,112500,218,10,21.78,36,34,36,40,34,48,32,66,50,68,55,55,69,33,36,43,34,64,65,44,39,54
138,20190502,113000,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,64,65,44,39,54
139,20190502,113500,218,10,21.78,36,34,36,41,34,48,32,66,50,68,55,55,69,33,35,43,35,66,66,44,39,54
140,20190502,114000,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,35,43,35,66,66,44,39,54
141,20190502,114500,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,35,43,34,66,66,44,39,54
142,20190502,115000,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,35,43,35,64,65,44,39,54
143,20190502,115500,218,10,21.78,36,34,36,41,34,48,32,66,50,68,55,55,69,33,36,43,35,64,65,44,39,54
144,20190502,120000,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,35,43,35,64,65,44,39,54
145,20190502,120500,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,35,43,34,64,65,44,39,54
146,20190502,121000,218,10,21.78,36,34,36,41,34,48,32,66,50,68,55,55,69,33,36,43,34,64,65,44,39,54
